Subject,Predicate,Object
Ticket_115,SUBMITTED_VIA,email
Ticket_115,HAS_STATUS,closed
Ticket_115,IS_TYPE,cancellation request
sony 4k hdr tv,RAISED,Ticket_115
Ticket_116,HAS_PRIORITY,critical
Ticket_116,SUBMITTED_VIA,email
Ticket_116,HAS_STATUS,open
Ticket_116,IS_TYPE,technical issue
iphone,RAISED,Ticket_116
Ticket_117,HAS_PRIORITY,high
Ticket_117,SUBMITTED_VIA,email
Ticket_117,HAS_STATUS,closed
Ticket_117,IS_TYPE,cancellation request
iphone,RAISED,Ticket_117
google nest,HAS_ISSUE,product setup
Ticket_118,HAS_PRIORITY,medium
Ticket_118,SUBMITTED_VIA,phone
Ticket_118,HAS_STATUS,closed
Ticket_118,IS_TYPE,billing inquiry
google nest,RAISED,Ticket_118
hp pavilion,HAS_ISSUE,data loss
Ticket_119,HAS_PRIORITY,high
Ticket_119,SUBMITTED_VIA,email
Ticket_119,HAS_STATUS,open
Ticket_119,IS_TYPE,refund request
hp pavilion,RAISED,Ticket_119
fitbit charge,HAS_ISSUE,software bug
Ticket_120,HAS_PRIORITY,low
Ticket_120,SUBMITTED_VIA,phone
Ticket_120,HAS_STATUS,closed
Ticket_120,IS_TYPE,billing inquiry
fitbit charge,RAISED,Ticket_120
amazon kindle,HAS_ISSUE,refund request
Ticket_121,HAS_PRIORITY,medium
Ticket_121,SUBMITTED_VIA,chat
Ticket_121,HAS_STATUS,pending customer response
Ticket_121,IS_TYPE,billing inquiry
amazon kindle,RAISED,Ticket_121
bose soundlink speaker,HAS_ISSUE,peripheral compatibility
Ticket_122,HAS_PRIORITY,critical
Ticket_122,SUBMITTED_VIA,chat
Ticket_122,HAS_STATUS,open
Ticket_122,IS_TYPE,product inquiry
bose soundlink speaker,RAISED,Ticket_122
dell xps,HAS_ISSUE,installation support
Ticket_123,HAS_PRIORITY,low
Ticket_123,SUBMITTED_VIA,social media
Ticket_123,HAS_STATUS,open
Ticket_123,IS_TYPE,refund request
dell xps,RAISED,Ticket_123
samsung galaxy,HAS_ISSUE,battery life
Ticket_124,HAS_PRIORITY,low
Ticket_124,SUBMITTED_VIA,email
Ticket_124,HAS_STATUS,pending customer response
Ticket_124,IS_TYPE,product inquiry
samsung galaxy,RAISED,Ticket_124
Ticket_125,HAS_PRIORITY,high
Ticket_125,SUBMITTED_VIA,phone
Ticket_125,HAS_STATUS,pending customer response
Ticket_125,IS_TYPE,technical issue
dyson vacuum cleaner,RAISED,Ticket_125
philips hue lights,HAS_ISSUE,display issue
Ticket_126,HAS_PRIORITY,medium
Ticket_126,SUBMITTED_VIA,chat
Ticket_126,HAS_STATUS,open
Ticket_126,IS_TYPE,refund request
philips hue lights,RAISED,Ticket_126
Ticket_127,HAS_PRIORITY,low
Ticket_127,SUBMITTED_VIA,social media
Ticket_127,HAS_STATUS,open
Ticket_127,IS_TYPE,billing inquiry
lenovo thinkpad,RAISED,Ticket_127
Ticket_128,HAS_PRIORITY,low
Ticket_128,SUBMITTED_VIA,email
Ticket_128,HAS_STATUS,pending customer response
Ticket_128,IS_TYPE,refund request
xbox,RAISED,Ticket_128
Ticket_129,HAS_PRIORITY,medium
Ticket_129,SUBMITTED_VIA,email
Ticket_129,HAS_STATUS,closed
Ticket_129,IS_TYPE,cancellation request
adobe photoshop,RAISED,Ticket_129
amazon echo,HAS_ISSUE,cancellation request
Ticket_130,HAS_PRIORITY,low
Ticket_130,SUBMITTED_VIA,email
Ticket_130,HAS_STATUS,pending customer response
Ticket_130,IS_TYPE,cancellation request
amazon echo,RAISED,Ticket_130
asus rog,HAS_ISSUE,product recommendation
Ticket_131,HAS_PRIORITY,medium
Ticket_131,SUBMITTED_VIA,email
Ticket_131,HAS_STATUS,closed
Ticket_131,IS_TYPE,billing inquiry
asus rog,RAISED,Ticket_131
lg smart tv,HAS_ISSUE,battery life
Ticket_132,HAS_PRIORITY,critical
Ticket_132,SUBMITTED_VIA,social media
Ticket_132,HAS_STATUS,pending customer response
Ticket_132,IS_TYPE,product inquiry
lg smart tv,RAISED,Ticket_132
playstation,HAS_ISSUE,data loss
Ticket_133,HAS_PRIORITY,medium
Ticket_133,SUBMITTED_VIA,phone
Ticket_133,HAS_STATUS,open
Ticket_133,IS_TYPE,cancellation request
playstation,RAISED,Ticket_133
nintendo switch,HAS_ISSUE,refund request
Ticket_134,HAS_PRIORITY,critical
Ticket_134,SUBMITTED_VIA,phone
Ticket_134,HAS_STATUS,closed
Ticket_134,IS_TYPE,refund request
nintendo switch,RAISED,Ticket_134
playstation,HAS_ISSUE,product setup
Ticket_135,HAS_PRIORITY,critical
Ticket_135,SUBMITTED_VIA,email
Ticket_135,HAS_STATUS,closed
Ticket_135,IS_TYPE,cancellation request
playstation,RAISED,Ticket_135
samsung galaxy,HAS_ISSUE,software bug
Ticket_136,HAS_PRIORITY,low
Ticket_136,SUBMITTED_VIA,chat
Ticket_136,HAS_STATUS,pending customer response
Ticket_136,IS_TYPE,product inquiry
samsung galaxy,RAISED,Ticket_136
bose soundlink speaker,HAS_ISSUE,software bug
Ticket_137,HAS_PRIORITY,critical
Ticket_137,SUBMITTED_VIA,email
Ticket_137,HAS_STATUS,open
Ticket_137,IS_TYPE,cancellation request
bose soundlink speaker,RAISED,Ticket_137
amazon echo,HAS_ISSUE,network problem
Ticket_138,HAS_PRIORITY,low
Ticket_138,SUBMITTED_VIA,chat
Ticket_138,HAS_STATUS,closed
Ticket_138,IS_TYPE,technical issue
amazon echo,RAISED,Ticket_138
Ticket_139,HAS_PRIORITY,critical
Ticket_139,SUBMITTED_VIA,chat
Ticket_139,HAS_STATUS,closed
Ticket_139,IS_TYPE,product inquiry
adobe photoshop,RAISED,Ticket_139
lg oled,HAS_ISSUE,battery life
Ticket_140,HAS_PRIORITY,low
Ticket_140,SUBMITTED_VIA,phone
Ticket_140,HAS_STATUS,pending customer response
Ticket_140,IS_TYPE,cancellation request
lg oled,RAISED,Ticket_140
lg washing machine,HAS_ISSUE,product setup
Ticket_141,HAS_PRIORITY,critical
Ticket_141,SUBMITTED_VIA,email
Ticket_141,HAS_STATUS,closed
Ticket_141,IS_TYPE,cancellation request
lg washing machine,RAISED,Ticket_141
sony playstation,HAS_ISSUE,software bug
Ticket_142,HAS_PRIORITY,high
Ticket_142,SUBMITTED_VIA,chat
Ticket_142,HAS_STATUS,closed
Ticket_142,IS_TYPE,technical issue
sony playstation,RAISED,Ticket_142
roomba robot vacuum,HAS_ISSUE,product compatibility
Ticket_143,HAS_PRIORITY,high
Ticket_143,SUBMITTED_VIA,chat
Ticket_143,HAS_STATUS,pending customer response
Ticket_143,IS_TYPE,billing inquiry
roomba robot vacuum,RAISED,Ticket_143
canon dslr camera,HAS_ISSUE,account access
Ticket_144,HAS_PRIORITY,critical
Ticket_144,SUBMITTED_VIA,email
Ticket_144,HAS_STATUS,open
Ticket_144,IS_TYPE,cancellation request
canon dslr camera,RAISED,Ticket_144
canon eos,HAS_ISSUE,data loss
Ticket_145,HAS_PRIORITY,low
Ticket_145,SUBMITTED_VIA,social media
Ticket_145,HAS_STATUS,open
Ticket_145,IS_TYPE,refund request
canon eos,RAISED,Ticket_145
philips hue lights,HAS_ISSUE,refund request
Ticket_146,HAS_PRIORITY,medium
Ticket_146,SUBMITTED_VIA,email
Ticket_146,HAS_STATUS,pending customer response
Ticket_146,IS_TYPE,cancellation request
philips hue lights,RAISED,Ticket_146
Ticket_147,HAS_PRIORITY,low
Ticket_147,SUBMITTED_VIA,email
Ticket_147,HAS_STATUS,open
Ticket_147,IS_TYPE,cancellation request
lenovo thinkpad,RAISED,Ticket_147
apple airpods,HAS_ISSUE,product compatibility
Ticket_148,HAS_PRIORITY,low
Ticket_148,SUBMITTED_VIA,social media
Ticket_148,HAS_STATUS,closed
Ticket_148,IS_TYPE,billing inquiry
apple airpods,RAISED,Ticket_148
lg washing machine,HAS_ISSUE,installation support
Ticket_149,HAS_PRIORITY,high
Ticket_149,SUBMITTED_VIA,chat
Ticket_149,HAS_STATUS,closed
Ticket_149,IS_TYPE,refund request
lg washing machine,RAISED,Ticket_149
philips hue lights,HAS_ISSUE,peripheral compatibility
Ticket_150,HAS_PRIORITY,critical
Ticket_150,SUBMITTED_VIA,email
Ticket_150,HAS_STATUS,closed
Ticket_150,IS_TYPE,technical issue
philips hue lights,RAISED,Ticket_150
google pixel,HAS_ISSUE,product recommendation
Ticket_151,HAS_PRIORITY,critical
Ticket_151,SUBMITTED_VIA,email
Ticket_151,HAS_STATUS,closed
Ticket_151,IS_TYPE,refund request
google pixel,RAISED,Ticket_151
xbox,HAS_ISSUE,display issue
Ticket_152,HAS_PRIORITY,medium
Ticket_152,SUBMITTED_VIA,phone
Ticket_152,HAS_STATUS,pending customer response
Ticket_152,IS_TYPE,refund request
xbox,RAISED,Ticket_152
gopro hero,HAS_ISSUE,account access
Ticket_153,HAS_PRIORITY,low
Ticket_153,SUBMITTED_VIA,social media
Ticket_153,HAS_STATUS,pending customer response
Ticket_153,IS_TYPE,product inquiry
gopro hero,RAISED,Ticket_153
gopro action camera,HAS_ISSUE,cancellation request
Ticket_154,HAS_PRIORITY,medium
Ticket_154,SUBMITTED_VIA,social media
Ticket_154,HAS_STATUS,pending customer response
Ticket_154,IS_TYPE,technical issue
gopro action camera,RAISED,Ticket_154
roomba robot vacuum,HAS_ISSUE,product recommendation
Ticket_155,HAS_PRIORITY,medium
Ticket_155,SUBMITTED_VIA,social media
Ticket_155,HAS_STATUS,open
Ticket_155,IS_TYPE,technical issue
roomba robot vacuum,RAISED,Ticket_155
Ticket_156,HAS_PRIORITY,low
Ticket_156,SUBMITTED_VIA,chat
Ticket_156,HAS_STATUS,open
Ticket_156,IS_TYPE,cancellation request
hp pavilion,RAISED,Ticket_156
asus rog,HAS_ISSUE,delivery problem
Ticket_157,HAS_PRIORITY,low
Ticket_157,SUBMITTED_VIA,social media
Ticket_157,HAS_STATUS,open
Ticket_157,IS_TYPE,product inquiry
asus rog,RAISED,Ticket_157
Ticket_158,HAS_PRIORITY,medium
Ticket_158,SUBMITTED_VIA,phone
Ticket_158,HAS_STATUS,open
Ticket_158,IS_TYPE,technical issue
nintendo switch,RAISED,Ticket_158
dyson vacuum cleaner,HAS_ISSUE,hardware issue
Ticket_159,HAS_PRIORITY,low
Ticket_159,SUBMITTED_VIA,social media
Ticket_159,HAS_STATUS,pending customer response
Ticket_159,IS_TYPE,product inquiry
dyson vacuum cleaner,RAISED,Ticket_159
sony xperia,HAS_ISSUE,cancellation request
Ticket_160,HAS_PRIORITY,high
Ticket_160,SUBMITTED_VIA,email
Ticket_160,HAS_STATUS,pending customer response
Ticket_160,IS_TYPE,billing inquiry
sony xperia,RAISED,Ticket_160
lenovo thinkpad,HAS_ISSUE,account access
Ticket_161,HAS_PRIORITY,high
Ticket_161,SUBMITTED_VIA,email
Ticket_161,HAS_STATUS,pending customer response
Ticket_161,IS_TYPE,refund request
lenovo thinkpad,RAISED,Ticket_161
hp pavilion,HAS_ISSUE,product setup
Ticket_162,HAS_PRIORITY,high
Ticket_162,SUBMITTED_VIA,phone
Ticket_162,HAS_STATUS,closed
Ticket_162,IS_TYPE,refund request
hp pavilion,RAISED,Ticket_162
bose soundlink speaker,HAS_ISSUE,payment issue
Ticket_163,HAS_PRIORITY,critical
Ticket_163,SUBMITTED_VIA,phone
Ticket_163,HAS_STATUS,closed
Ticket_163,IS_TYPE,refund request
bose soundlink speaker,RAISED,Ticket_163
Ticket_164,HAS_PRIORITY,medium
Ticket_164,SUBMITTED_VIA,phone
Ticket_164,HAS_STATUS,closed
Ticket_164,IS_TYPE,cancellation request
microsoft office,RAISED,Ticket_164
Ticket_165,HAS_PRIORITY,low
Ticket_165,SUBMITTED_VIA,social media
Ticket_165,HAS_STATUS,closed
Ticket_165,IS_TYPE,billing inquiry
hp pavilion,RAISED,Ticket_165
bose quietcomfort,HAS_ISSUE,network problem
Ticket_166,HAS_PRIORITY,low
Ticket_166,SUBMITTED_VIA,email
Ticket_166,HAS_STATUS,pending customer response
Ticket_166,IS_TYPE,product inquiry
bose quietcomfort,RAISED,Ticket_166
xbox,HAS_ISSUE,battery life
Ticket_167,HAS_PRIORITY,medium
Ticket_167,SUBMITTED_VIA,email
Ticket_167,HAS_STATUS,closed
Ticket_167,IS_TYPE,refund request
xbox,RAISED,Ticket_167
garmin forerunner,HAS_ISSUE,delivery problem
Ticket_168,HAS_PRIORITY,medium
Ticket_168,SUBMITTED_VIA,chat
Ticket_168,HAS_STATUS,closed
Ticket_168,IS_TYPE,technical issue
garmin forerunner,RAISED,Ticket_168
lenovo thinkpad,HAS_ISSUE,delivery problem
Ticket_169,HAS_PRIORITY,high
Ticket_169,SUBMITTED_VIA,social media
Ticket_169,HAS_STATUS,open
Ticket_169,IS_TYPE,billing inquiry
lenovo thinkpad,RAISED,Ticket_169
sony xperia,HAS_ISSUE,network problem
Ticket_170,HAS_PRIORITY,medium
Ticket_170,SUBMITTED_VIA,phone
Ticket_170,HAS_STATUS,closed
Ticket_170,IS_TYPE,product inquiry
sony xperia,RAISED,Ticket_170
microsoft office,HAS_ISSUE,product setup
Ticket_171,HAS_PRIORITY,low
Ticket_171,SUBMITTED_VIA,social media
Ticket_171,HAS_STATUS,closed
Ticket_171,IS_TYPE,billing inquiry
microsoft office,RAISED,Ticket_171
sony playstation,HAS_ISSUE,refund request
Ticket_172,HAS_PRIORITY,low
Ticket_172,SUBMITTED_VIA,chat
Ticket_172,HAS_STATUS,open
Ticket_172,IS_TYPE,refund request
sony playstation,RAISED,Ticket_172
nest thermostat,HAS_ISSUE,product compatibility
Ticket_173,HAS_PRIORITY,medium
Ticket_173,SUBMITTED_VIA,social media
Ticket_173,HAS_STATUS,pending customer response
Ticket_173,IS_TYPE,cancellation request
nest thermostat,RAISED,Ticket_173
lenovo thinkpad,HAS_ISSUE,product recommendation
Ticket_174,HAS_PRIORITY,medium
Ticket_174,SUBMITTED_VIA,email
Ticket_174,HAS_STATUS,pending customer response
Ticket_174,IS_TYPE,refund request
lenovo thinkpad,RAISED,Ticket_174
lg smart tv,HAS_ISSUE,data loss
Ticket_175,HAS_PRIORITY,critical
Ticket_175,SUBMITTED_VIA,chat
Ticket_175,HAS_STATUS,pending customer response
Ticket_175,IS_TYPE,technical issue
lg smart tv,RAISED,Ticket_175
playstation,HAS_ISSUE,delivery problem
Ticket_176,HAS_PRIORITY,medium
Ticket_176,SUBMITTED_VIA,email
Ticket_176,HAS_STATUS,closed
Ticket_176,IS_TYPE,technical issue
playstation,RAISED,Ticket_176
sony 4k hdr tv,HAS_ISSUE,refund request
Ticket_177,HAS_PRIORITY,medium
Ticket_177,SUBMITTED_VIA,email
Ticket_177,HAS_STATUS,pending customer response
Ticket_177,IS_TYPE,technical issue
sony 4k hdr tv,RAISED,Ticket_177
dyson vacuum cleaner,HAS_ISSUE,product recommendation
Ticket_178,HAS_PRIORITY,high
Ticket_178,SUBMITTED_VIA,phone
Ticket_178,HAS_STATUS,pending customer response
Ticket_178,IS_TYPE,cancellation request
dyson vacuum cleaner,RAISED,Ticket_178
adobe photoshop,HAS_ISSUE,peripheral compatibility
Ticket_179,HAS_PRIORITY,medium
Ticket_179,SUBMITTED_VIA,chat
Ticket_179,HAS_STATUS,open
Ticket_179,IS_TYPE,billing inquiry
adobe photoshop,RAISED,Ticket_179
Ticket_180,HAS_PRIORITY,critical
Ticket_180,SUBMITTED_VIA,phone
Ticket_180,HAS_STATUS,pending customer response
Ticket_180,IS_TYPE,billing inquiry
google pixel,RAISED,Ticket_180
macbook pro,HAS_ISSUE,product compatibility
Ticket_181,HAS_PRIORITY,medium
Ticket_181,SUBMITTED_VIA,email
Ticket_181,HAS_STATUS,pending customer response
Ticket_181,IS_TYPE,refund request
macbook pro,RAISED,Ticket_181
amazon kindle,HAS_ISSUE,account access
Ticket_182,HAS_PRIORITY,critical
Ticket_182,SUBMITTED_VIA,social media
Ticket_182,HAS_STATUS,pending customer response
Ticket_182,IS_TYPE,cancellation request
amazon kindle,RAISED,Ticket_182
samsung soundbar,HAS_ISSUE,delivery problem
Ticket_183,HAS_PRIORITY,high
Ticket_183,SUBMITTED_VIA,chat
Ticket_183,HAS_STATUS,closed
Ticket_183,IS_TYPE,product inquiry
samsung soundbar,RAISED,Ticket_183
google pixel,HAS_ISSUE,network problem
Ticket_184,HAS_PRIORITY,medium
Ticket_184,SUBMITTED_VIA,phone
Ticket_184,HAS_STATUS,closed
Ticket_184,IS_TYPE,billing inquiry
google pixel,RAISED,Ticket_184
roomba robot vacuum,HAS_ISSUE,product setup
Ticket_185,HAS_PRIORITY,high
Ticket_185,SUBMITTED_VIA,chat
Ticket_185,HAS_STATUS,pending customer response
Ticket_185,IS_TYPE,refund request
roomba robot vacuum,RAISED,Ticket_185
sony 4k hdr tv,HAS_ISSUE,software bug
Ticket_186,HAS_PRIORITY,low
Ticket_186,SUBMITTED_VIA,phone
Ticket_186,HAS_STATUS,open
Ticket_186,IS_TYPE,technical issue
sony 4k hdr tv,RAISED,Ticket_186
iphone,HAS_ISSUE,refund request
Ticket_187,HAS_PRIORITY,medium
Ticket_187,SUBMITTED_VIA,phone
Ticket_187,HAS_STATUS,pending customer response
Ticket_187,IS_TYPE,product inquiry
iphone,RAISED,Ticket_187
lenovo thinkpad,HAS_ISSUE,network problem
Ticket_188,HAS_PRIORITY,low
Ticket_188,SUBMITTED_VIA,phone
Ticket_188,HAS_STATUS,pending customer response
Ticket_188,IS_TYPE,cancellation request
lenovo thinkpad,RAISED,Ticket_188
Ticket_189,HAS_PRIORITY,high
Ticket_189,SUBMITTED_VIA,phone
Ticket_189,HAS_STATUS,closed
Ticket_189,IS_TYPE,refund request
roomba robot vacuum,RAISED,Ticket_189
lg smart tv,HAS_ISSUE,display issue
Ticket_190,HAS_PRIORITY,critical
Ticket_190,SUBMITTED_VIA,social media
Ticket_190,HAS_STATUS,open
Ticket_190,IS_TYPE,technical issue
lg smart tv,RAISED,Ticket_190
iphone,HAS_ISSUE,product setup
Ticket_191,HAS_PRIORITY,critical
Ticket_191,SUBMITTED_VIA,phone
Ticket_191,HAS_STATUS,pending customer response
Ticket_191,IS_TYPE,refund request
iphone,RAISED,Ticket_191
Ticket_192,HAS_PRIORITY,low
Ticket_192,SUBMITTED_VIA,email
Ticket_192,HAS_STATUS,pending customer response
Ticket_192,IS_TYPE,product inquiry
fitbit charge,RAISED,Ticket_192
Ticket_193,HAS_PRIORITY,medium
Ticket_193,SUBMITTED_VIA,phone
Ticket_193,HAS_STATUS,closed
Ticket_193,IS_TYPE,product inquiry
gopro hero,RAISED,Ticket_193
gopro hero,HAS_ISSUE,refund request
Ticket_194,HAS_PRIORITY,critical
Ticket_194,SUBMITTED_VIA,chat
Ticket_194,HAS_STATUS,pending customer response
Ticket_194,IS_TYPE,cancellation request
gopro hero,RAISED,Ticket_194
samsung soundbar,HAS_ISSUE,payment issue
Ticket_195,HAS_PRIORITY,medium
Ticket_195,SUBMITTED_VIA,social media
Ticket_195,HAS_STATUS,closed
Ticket_195,IS_TYPE,billing inquiry
samsung soundbar,RAISED,Ticket_195
Ticket_196,HAS_PRIORITY,high
Ticket_196,SUBMITTED_VIA,social media
Ticket_196,HAS_STATUS,open
Ticket_196,IS_TYPE,refund request
nest thermostat,RAISED,Ticket_196
hp pavilion,HAS_ISSUE,display issue
Ticket_197,HAS_PRIORITY,low
Ticket_197,SUBMITTED_VIA,social media
Ticket_197,HAS_STATUS,pending customer response
Ticket_197,IS_TYPE,refund request
hp pavilion,RAISED,Ticket_197
macbook pro,HAS_ISSUE,delivery problem
Ticket_198,HAS_PRIORITY,high
Ticket_198,SUBMITTED_VIA,chat
Ticket_198,HAS_STATUS,closed
Ticket_198,IS_TYPE,refund request
macbook pro,RAISED,Ticket_198
amazon echo,HAS_ISSUE,product setup
Ticket_199,HAS_PRIORITY,critical
Ticket_199,SUBMITTED_VIA,chat
Ticket_199,HAS_STATUS,closed
Ticket_199,IS_TYPE,cancellation request
amazon echo,RAISED,Ticket_199
Ticket_200,HAS_PRIORITY,medium
Ticket_200,SUBMITTED_VIA,chat
Ticket_200,HAS_STATUS,closed
Ticket_200,IS_TYPE,product inquiry
canon eos,RAISED,Ticket_200
asus rog,HAS_ISSUE,cancellation request
Ticket_201,HAS_PRIORITY,critical
Ticket_201,SUBMITTED_VIA,email
Ticket_201,HAS_STATUS,open
Ticket_201,IS_TYPE,product inquiry
asus rog,RAISED,Ticket_201
Ticket_202,HAS_PRIORITY,medium
Ticket_202,SUBMITTED_VIA,social media
Ticket_202,HAS_STATUS,open
Ticket_202,IS_TYPE,refund request
garmin forerunner,RAISED,Ticket_202
lenovo thinkpad,HAS_ISSUE,product setup
Ticket_203,HAS_PRIORITY,medium
Ticket_203,SUBMITTED_VIA,chat
Ticket_203,HAS_STATUS,open
Ticket_203,IS_TYPE,billing inquiry
lenovo thinkpad,RAISED,Ticket_203
Ticket_204,HAS_PRIORITY,low
Ticket_204,SUBMITTED_VIA,phone
Ticket_204,HAS_STATUS,pending customer response
Ticket_204,IS_TYPE,product inquiry
lg oled,RAISED,Ticket_204
google nest,HAS_ISSUE,software bug
Ticket_205,HAS_PRIORITY,high
Ticket_205,SUBMITTED_VIA,phone
Ticket_205,HAS_STATUS,closed
Ticket_205,IS_TYPE,cancellation request
google nest,RAISED,Ticket_205
sony xperia,HAS_ISSUE,delivery problem
Ticket_206,HAS_PRIORITY,medium
Ticket_206,SUBMITTED_VIA,phone
Ticket_206,HAS_STATUS,closed
Ticket_206,IS_TYPE,refund request
sony xperia,RAISED,Ticket_206
roomba robot vacuum,HAS_ISSUE,software bug
Ticket_207,HAS_PRIORITY,high
Ticket_207,SUBMITTED_VIA,phone
Ticket_207,HAS_STATUS,open
Ticket_207,IS_TYPE,billing inquiry
roomba robot vacuum,RAISED,Ticket_207
nest thermostat,HAS_ISSUE,display issue
Ticket_208,HAS_PRIORITY,critical
Ticket_208,SUBMITTED_VIA,email
Ticket_208,HAS_STATUS,pending customer response
Ticket_208,IS_TYPE,billing inquiry
nest thermostat,RAISED,Ticket_208
canon eos,HAS_ISSUE,account access
Ticket_209,HAS_PRIORITY,high
Ticket_209,SUBMITTED_VIA,email
Ticket_209,HAS_STATUS,open
Ticket_209,IS_TYPE,refund request
canon eos,RAISED,Ticket_209
nintendo switch pro controller,HAS_ISSUE,delivery problem
Ticket_210,HAS_PRIORITY,low
Ticket_210,SUBMITTED_VIA,chat
Ticket_210,HAS_STATUS,closed
Ticket_210,IS_TYPE,technical issue
nintendo switch pro controller,RAISED,Ticket_210
Ticket_211,HAS_PRIORITY,low
Ticket_211,SUBMITTED_VIA,phone
Ticket_211,HAS_STATUS,pending customer response
Ticket_211,IS_TYPE,technical issue
sony 4k hdr tv,RAISED,Ticket_211
Ticket_212,HAS_PRIORITY,low
Ticket_212,SUBMITTED_VIA,social media
Ticket_212,HAS_STATUS,pending customer response
Ticket_212,IS_TYPE,product inquiry
lg smart tv,RAISED,Ticket_212
gopro action camera,HAS_ISSUE,network problem
Ticket_213,HAS_PRIORITY,medium
Ticket_213,SUBMITTED_VIA,social media
Ticket_213,HAS_STATUS,open
Ticket_213,IS_TYPE,technical issue
gopro action camera,RAISED,Ticket_213
apple airpods,HAS_ISSUE,installation support
Ticket_214,HAS_PRIORITY,high
Ticket_214,SUBMITTED_VIA,phone
Ticket_214,HAS_STATUS,open
Ticket_214,IS_TYPE,billing inquiry
apple airpods,RAISED,Ticket_214
asus rog,HAS_ISSUE,display issue
Ticket_215,HAS_PRIORITY,low
Ticket_215,SUBMITTED_VIA,email
Ticket_215,HAS_STATUS,open
Ticket_215,IS_TYPE,product inquiry
asus rog,RAISED,Ticket_215
sony 4k hdr tv,HAS_ISSUE,peripheral compatibility
Ticket_216,HAS_PRIORITY,critical
Ticket_216,SUBMITTED_VIA,chat
Ticket_216,HAS_STATUS,open
Ticket_216,IS_TYPE,billing inquiry
sony 4k hdr tv,RAISED,Ticket_216
samsung galaxy,HAS_ISSUE,delivery problem
Ticket_217,HAS_PRIORITY,high
Ticket_217,SUBMITTED_VIA,chat
Ticket_217,HAS_STATUS,pending customer response
Ticket_217,IS_TYPE,technical issue
samsung galaxy,RAISED,Ticket_217
nintendo switch,HAS_ISSUE,battery life
Ticket_218,HAS_PRIORITY,low
Ticket_218,SUBMITTED_VIA,chat
Ticket_218,HAS_STATUS,open
Ticket_218,IS_TYPE,billing inquiry
nintendo switch,RAISED,Ticket_218
Ticket_219,HAS_PRIORITY,critical
Ticket_219,SUBMITTED_VIA,email
Ticket_219,HAS_STATUS,pending customer response
Ticket_219,IS_TYPE,billing inquiry
philips hue lights,RAISED,Ticket_219
canon eos,HAS_ISSUE,refund request
Ticket_220,HAS_PRIORITY,critical
Ticket_220,SUBMITTED_VIA,social media
Ticket_220,HAS_STATUS,closed
Ticket_220,IS_TYPE,technical issue
canon eos,RAISED,Ticket_220
sony xperia,HAS_ISSUE,installation support
Ticket_221,HAS_PRIORITY,medium
Ticket_221,SUBMITTED_VIA,social media
Ticket_221,HAS_STATUS,closed
Ticket_221,IS_TYPE,billing inquiry
sony xperia,RAISED,Ticket_221
dyson vacuum cleaner,HAS_ISSUE,installation support
Ticket_222,HAS_PRIORITY,critical
Ticket_222,SUBMITTED_VIA,chat
Ticket_222,HAS_STATUS,pending customer response
Ticket_222,IS_TYPE,billing inquiry
dyson vacuum cleaner,RAISED,Ticket_222
samsung soundbar,HAS_ISSUE,account access
Ticket_223,HAS_PRIORITY,critical
Ticket_223,SUBMITTED_VIA,phone
Ticket_223,HAS_STATUS,pending customer response
Ticket_223,IS_TYPE,cancellation request
samsung soundbar,RAISED,Ticket_223
Ticket_224,HAS_PRIORITY,low
Ticket_224,SUBMITTED_VIA,chat
Ticket_224,HAS_STATUS,pending customer response
Ticket_224,IS_TYPE,refund request
lenovo thinkpad,RAISED,Ticket_224
gopro hero,HAS_ISSUE,network problem
Ticket_225,HAS_PRIORITY,medium
Ticket_225,SUBMITTED_VIA,chat
Ticket_225,HAS_STATUS,open
Ticket_225,IS_TYPE,refund request
